AXMWZYP2IROMP,0634029355,I was carefull to choose this DVD because it had early work on it  but i was dissapointed by the level of instruction. Even though i feel it is aimed at beg. to intermed. players the guy who is 'instructing' could really do a beter job of spelling out the riffs and runs. for example he might say'ok this song starts with some hammer-ons and pull-offs (plays riffs) and then goes into A7 to Gmaj' just as an example. This is frustrating because i end up rewinding many times to make sure im playing the correct notes- what would be so much better is if he took the time and effort to say ' this run startes 2nd fret on the G  pull off to open G then...' and so on spelling out the notes. this assures accuracy and ultimately saves time and frustration ( I feel strongly about this because i have purchases other DVD's that are dome that way and the difference is noght to day)Also not all songs are not complete- for example white room is missing solo- layla is missing outro solo so its just studies of the songs reallyAfter watching i kinda feel my money would have been beter spent on a book of TAB but at the end of the day i feel i will get a handle on the songs that attracted me to this DVD  but buyer be informed!,Alex,2.0,"November 9, 2012"
A1MUVHT8BONL5K,0634029355,I bought this DVD and I'm returning it.  The description and editorial review are misleading.  This is NOT a Clapton video.  Certainly some clips from Clapton but generally this is a how to video.  Also applies to Clapton The Solo Years.,Amazon Customer,2.0,"October 15, 2005"
A6DCKXX4659CR,0634029355,Unless you are someone who dosen't have a clue and you mistake this DVD of Guitar Instruction for live Clapton Concert Footage: You will thoroughly enjoy this item.  This DVD is very well done: I would rate it excellent in the line of Signiture Licks instructional video. I would rate it up there with the Hendrix Learn to Play Songs from Are You Experienced video/DVD by Hal Leonard. This Clapton stroll down nostalgic lane is not as comprehensive as that but it is of the same superior quality.  I could have wished for more songs to be included but the ones that are included are must know songs for any Clapton student.  If you want live concert try the most recent Live at Albert Hall Reunion Concert : Even though the band seems uninspired and tired and the audiance seems way too subdued for a Cream concert the music is still vibrant. I've been playing for almost 30 years and Clapton is one of my favorite teachers.  I still found the DVD very helpfull.  Beginner or seasoned vet will find much practical information and tips herein.  The instruction is clear and conscise. The Songs are Great! The tips and tricks are informative.  I couldn't let one misguided simpleton ruin this treasure for the rest of us. I highly recommend this DVD.,Hotshot,5.0,"September 14, 2007"
A28YJZCV43ZWQW,0634029355,I've played guitar for over 40 years but it's been mostly folk music and classical and I only got bitten by the Blues Bug about 2-3 years ago - and EC was the prime reason for that (and also for my initially starting guitar back in '67 when he was in Cream but I was looking at it more from a Rock than Blues perspective back then not understanding when I was 15 how Rock evolved and is based on the Blues).I first used this DVD to learn White Room and Sunshine of Your Love - Doug Bodouch is fantastic at playing and explaining how and why Clapton played it the way he did.  I was able to join a Blues Band playing lead guitar only a few months after buying this because of the proficiency I picked up by learning and playing along with Doug on these DVDs (I also got the Solo Years and Acoustic Classics).These are HIGHLY recommended by me and no where does it state these are lessons *BY* Eric Clapton (good luck finding that!).Jim,James V. Signorile,5.0,"March 26, 2008"
A2I4CV4PGZCNAF,0634029355,This isn't worth your money. Doug runs through each song in about three or four minutes he doesn't give you time to learn it.Unless you've already mastered transcribing (and then why buy this dvd?) you're going to be left to rewinding a million times to get the right notes.This is no better than a youtube video of someone playing a bunch of clapton songs.Doug doesn't even show you the rhythm or other guitar parts! You're left only knowing the lead!What sense does that make?,Josh Hayden,2.0,"April 20, 2010"
A1M7OWNI93N1Y3,0634029363,As much as I like doug boduch as a guitar player and teacher All songs on this particular dvdwere not explained as they should have been. He plays at tempo then starts playing slow but without saying what fret string etc sould be played (no tab either)....On one part he even states: you play this chordover here and then you play this chord wow that was clear..go figure..Also NONE of the picking form or right hand patterns were explained when the picking part was intricate..Maybe it was a producer's order to teach  this way but really I was very dissapointed I expected more. Since I own the tablature book I didn't have any problem with following the dvd but if you don't well you are in trouble. The dvd is a very good complement for the tab book or else SKIP it.,geronimo,2.0,"April 14, 2013"
A2FEDDUHQAEN97,0634029363,THIS IS NOT A CLAPTON CONCERT!!! IT'S AN INSTRUCTION MANUAL BY SOMEONE NAMED DOUG BODUCH TO TEACH YOU HOW TO PLAY IN THE CLAPTON STYLE. I WAS VERY DISAPPOINTED AND RETURNED IT UNOPENED,J. Drinks,1.0,"May 31, 2005"
A338HVUM4AWJY7,0634029363,For those who may not know the Hal Leonard publications and the Signature Licks Series: this is not a DVD of an Eric Clapton show! This is an instructional DVD for those who wants to play acoustic guitar.The instructor is Dough Boduch a freelance guitarist teacher editor and recording artist. He teachs how to play (in the acoustic guitar) 8 of the Eric Clapton tunes presented in Eric's CD/DVD Unplugged. Songs are: Change the World Circus Layla Malted Milk Nobody Knows You When You'Re Down and Out Signe Tears in Heaven and Walkin' Blues.I think the quality of the image is very good and clean. The sound is also great - when Dough Boduch plays the acoustic guitar he sounds almost as Eric Clapton in the CD/DVD.After presenting part of the music at the regular speed the instructor breaks it in several parts then explain and shows part by part of each song at a very low speed (sometimes more then once) in order to make you get to the point.There is also a chapter used to tune the guitar. The instructor is very good and explains very well. The DVD could be a little bit better if we could have the TABs of the songs but they're available neither on the DVD nor on a web-site. It seems however that if you get the Hal Leonard Eric Clapton - Unplugged play along book you will get there - I haven't check it yet.One interesting section of 15 minutes is dedicated to the techniques used by Eric Clapton and how he uses them: bending vibrato pull-off hammer on fingerpicking blues scales and C Minor scale.One more cool section is the jam along section where the video shows the instructor playing but you can't hear him. Instead you can be Eric Clapton for a day and play the acoustic parts of the song in a Acoustic Guitar Karaoke.To summarize I found this to be an excellent instructional video specially for those who are Eric Clapton fans and who already have a knowledge in playng the acoustic guitar. Beginners (such as myself) will probably have to work a little harder before getting the most out of this DVD.,Joaquim Do M. Nt,5.0,"June 17, 2007"
A16WE7UU0QD33D,0634029363,No EC collection would be considered complete without theacoustic side of EC because the man himself is MUCH morethan just the electric guitar!!,S. R. Mcdonald,5.0,"October 2, 2005"
AKKQM6B0KI6F4,0634029363,Very disappointing. This was advertised to be a note-for-note lesson on selected Clapton tunes and it was not even close. There was no tab to support the little (and sometime inaccurate) portions of the songs that were listed. I sent a complaint directly to Hal Leonard but never received the courtesy of a reply.,Thomas J. Chuchola,1.0,"May 1, 2010"
A1BX81N79C9BVT,0634050028,I'm too busy using it to take time out to review it. I suggest that you get it I did.,Rick Valentine,5.0,"May 30, 2013"
A11ER3801T7KRP,0634055429,This is a basic instructional DVD . If you are looking to learn buy the Tomas Cruz volume 12and 3 . Look no further .,robert r.,2.0,"July 1, 2013"
A175UOHOVXRYMW,0634055534,So you have a pile of guitar instruction books maybe some videos too. Yet somehow you just can't make progress in your studies. You look at the profusion of guitar instructional materials out there and wonder which one of them will finally turn you into a guitarist. Well wonder no more. Happy Traum's DVDs are the only ones you'll ever need. Traum is an experienced and engaging instructor who has the unique ability to zero in on potential problems and tell the student exactly how to overcome them. His lessons go quickly but he leaves nothing out. Follow his pace and his advice about when to shut off the DVD and go practice on your own and you'll be handling those chord changes on time in no time. It's time to move beyond G/C/D and become a real guitarist and these are the DVDs that'll help you do it. This set is the jumping-off point for Traum's many other instructional DVDs. Whether your interest is bluegrass country blues fingerstyle or whatever start here. You'll get an excellent easy-to-understand grounding in guitar technique and theory. After that you can move onto one of Traum's other DVDs to explore your favorite genre. Oh great! I've just re-read what I've written and I sound like some slick salesperson. I guess it's because I'm so relieved. After two years of false starts I'm finally learning how to play. Thank you Happy Traum!,Diane E. Amov,5.0,"June 22, 2008"
A2P1Z9NUJ9H1RT,0634055534,Bought this for my grand son that just started playing guitar and I know from past experience with Homespun Tapes that this will really turn the light on for him...Thank you Happy Traum for introducing this brilliant teaching concept !,music fan,5.0,"April 30, 2013"
A1D1S69ZMKYCCV,0634061801,great book... you should be aware of blues scales and have a little practice before using it but it will help you a lot. After a few exercises you'll notice some improvement on your style..and 50 licks is more than what you need...cheers from Costa Rica...surf town :),daniel,5.0,"November 6, 2010"
A7R79JLQ5Q28M,0634061801,While I did not enjoy Mat's Blues Rock guitar soloing DVD I did enjoy this one.It is very straightforward with Matt playing  and explaining 50 blues licks. The licks start with turnaround licks and are easy to learn and incorporate into my own playing.One minor complaint is that there is no context for the licks other than what Mat mentions. I think it would be more beneficial to the player to actually listen to the licks in a musical context (i.e. played with a band or a backing track).This is a useful addition to the blues player's (and student) arsenal.,Eddie,4.0,"August 25, 2005"
A3T7SXCKJUYXT3,0634061801,This was a very pleasant suprize i really enjoyed this dvd.It challenges you to learn and play these very usable and desireable blues licks.In this dvd are the great turnaround lick's that have been used for years on some of the best blues solo's  I instantly began using what i had learned from this dvd in my solo's.The one drawback is the DVD menu i found myself back at the start menu many times.This is the type of dvd that helps you take your soloing to the next level.But if you are new to guitar this would be a frustrating rideI would estimate that the people who would benifit from this should be at least intermediate to advanced level....but everyone is different.This dvd is one of the best blues insrtuction i own.,K. D. Shultz,5.0,"September 27, 2007"
A1JZM0YIYHL6JW,0634061801,I've been playing the blues for a long time so I wasn't particularly inspired by any of the licks. I didn't find the 'gem' that I didn't recognize to add to my vocabulary the one illusive moment i was looking for... nevertheless every one of these licks is the 'meat and potatoes' vocabulary that can be used to talk the talk.  Mat does an outstanding job of guiding you through these 50 licks with real clarity.  I like that he uses the actual names of the notes instead of naming the string and fret for reference.  I can see that Mat's a real musician and has a masterful handle on his axe. I went through it in about a week and had a good time doing it. I like that the DVD format defaults to the menu after the lesson to give you time it 'fool around' with the lick and squeeze as much as you can out of it. I really enjoyed it.  Good stuff.,Leon C. Rodriguez,4.0,"April 8, 2010"
A372SXZ39TUWTZ,0634061801,Mat and would not hit it off.  Instant personality clash for sure.  Then again I didn't buy this DVD to make friends.  I bought it to learn blues.  50 good usable licks presented in a way that you can actually learn them.  Good camera angles the sound is fair.  Tab could be onscreen but I guess the booklet works just fine.  Just the thing for the early intermediate player.This DVD spends a lot of time in my player!,Magellan,5.0,"July 30, 2005"
A331DOWXV50UMT,0634061801,Some really cool riffs that can be incorporated into your playing - Instructor could have spent a little more time explaining and breaking them down but I guess they had to stay within a certain allotted recording time,RDD,4.0,"November 2, 2010"
A16ZE9MJ0703UB,0634061801,This wasn't for me..but for my husband who enjoys anything guitar. He learned some new ideas and enjoys going back to this and seems to learn something new each time. He is not a beginner and not a pro either.,Rea,4.0,"April 12, 2014"
A3DM7ADJV144TZ,0634061801,this is a cool video and has some killer licks in it but as stated above this is not for novices. it is very fast paced and unforgiving. great for the upper level intermediate who has maybe hit a bit of a wall and just needs some fresh ideas.,s. mack,4.0,"April 13, 2013"
A2FIMQIKNOHFPK,0634061801,I am a professional musician with over 17 years experience on guitar alone and this is the second DVD in this series I have bought now as I was so impressed with the first which was the Country licks. At the outset it should be said that these DVD's are not for beginners sorry but that's just the facts. This isn't to say that a beginner cannot glean inspiration and work up to certain licks slowly but I would suggest this really suiting the intermediate player to advanced on some techniques.With my many years of playing I was already familiar with the techniques being employed on this DVD and found myself ripping some awesome licks in just a couple of hours after sitting down and viewing it. Even for an old dog like me I was learning how to lay down certain phrases I was always curious about but never got around to ... such as some of the faster flourishes.The sound and presentation are simple and yet excellent with both right and left hand views on screen at the same time. Mat Gurman does a fine job of breaking down the phrases and is technically excellent in his own right. I have had no issues with the Tab that comes with this DVD NOT matching up with what is being played ... every note was where it ought to be.A final note ... don't be put off by the return to menu feature I have found this to be a smart addition to this series since it allows you to stay with that lick until you got it locked in before moving on without having the DVD race away from you while you are working things out. This also makes each lick easy to find and return to rather than having to scroll through to locate it!For this kind of value I plan on getting the Jazz and Rock DVD's in this series - my vocabulary has really expanded in the time I have spent with this product and I am already an advanced player. If like me you are an experienced guitarist you may find you only need 10 or more of these licks but I'd be learning them all because they can often transform into other licks you create yourself.Killer series!,S. White,5.0,"September 24, 2007"
A1QVR0ZIG59ZAG,0634061801,My Background:In order to level set you as to my comments here is a little about me. I have been playing pretty consistently for about 1.5 years. I still consider myself a novice guitar player. I know 1/2 dozen cords a few songs some typical beginner licks and have been practicing the A major and A minor pentatonic scales both in the first position. I am pretty good with those two scales. I have no problem reading most guitar tablature.What You Need To KnowThis is just my opinion. It is key that you can read guitar tablature. Also it would be VERY helpful if you knew many (more than I do) of the pentatonic scales and several of the positions for each (there are 5 positions for each scale). Mat (the instructor) only shows you one scale and in a single position (A Major Blues scale). He does this very quickly at the start of the DVD. It would also be very helpful if you are proficient at bends hammer ons pull offs and slides. You will also do better if you have some skill in a few different strumming techniques including muted tones. Clearly all of these are key elements of blues guitar (actually any guitar work) and he uses them in abundance.The Instruction and Licks:As I mentioned he does show one of the scales he calls the A blues scale. However he is all over the place on the fret board (uses far more than just this one scale) and if you don't have some degree of proficiency in playing scales you will not get much from this DVD. He also shows you quickly how to tune a guitar. However I'm guessing that anyone who would remotely be able to use this DVD would already know how to do that.The licks he shows are very cool and if you can learn some of them they can be strung together to really jam. They range widely in level of complexity. There are a few that could be played by a beginner who has little experience (although they are the exception). Any beginner trying to learn these licks would have to be highly motivated and determined. Mat does include the tablature for each of the licks which is very good. In most places on the DVD he shows both of his hands so you can see the fret work as well and the picking. He does slow his playing down and for the most part you can figure out what he is doing. However he is so versed in what he is doing that he does sometimes make assumptions that you understand what he just did or what he is telling you. This is where it will be difficult for beginners.Bottom Line:Pretty cool DVD. With my current skill level I will be able to make some use out of it but by in large it is a little beyond me still. That said I am still very happy I bought it because I am sick of just practicing scales up and down up and down without doing anything cool. You can not even get 30 minutes of live guitar lessons for $10. The DVD is done well enough such that if you have some ability to play and want to check out some cool licks it is well worth the money.,Thomas G. Sopchak,5.0,"August 21, 2007"
A2788UYAD532T,0634061801,Having recently revived my desire to improve on the guitar I purchased this video. I had just purchsed another DVD with which I was very happy and decided that any decent guitarist needed some blues licks in their repertoire. I had a more difficult time following along with this one than I did on the previous purchase. This one comes with a hard copy of the Tabulature but I'm convinced that in many places the Tabs don't match what he says to play or actually does play. That's a little frustrating for me. I do give it 3 stars because I do think as I improve there will be some learning opportunities but at my current skill level it's a bit over my head so that makes it not very valuable for now. Perhaps there should be a grading/age/skill level system like they do for kids' toys that allows for consumers to judge how advanced you need to be to get value from a product or if it's even suitable.,WannabeClapton,3.0,"May 6, 2007"
A1746NHDF3PF3H,0634065459,After performing bottleneck gospel/blues professionaly for the past 12yrs I've noticed a trend amongst my generation (30somethings) of players which concerns me greatly...wild fast sloppy playing sounds more authentic.  I have had numerous conversations with fellow players attempting to convince them that fast and sloppy playing isn't more authentic it's just fast and sloppy playing.Brozman makes it a point to address just that in DVD 1.  He states that the originators were trying thier best to play as clean as possible but due to bad strings bad guitars and pretty lowsy recording equipment it created a challenge to do so although many did achieve very clean playing (Tampa Red Blind Willie Johnson Robert Johnson etc.).DVD 1 is critical in learning the fundamentals of control both with slide and picking.  I highly recommend DVD 1 for any players.DVD 2 covers classic detla blues material Brozman style.  Plenty of tricks to be learned even if your not looking to sound like a Brozman copy.DVD 3 expands into more open tunings.  Again plenty of tricks to be learned.Whether these are too advanced for the beginner I cannot say because I'm not a beginner.  I can say that minutes into DVD 1 I wished I had these DVD's when I was learning because it's taken me 12yrs to acquire the skills I could've learned in months of working with these lessons.ALl in all these DVD's will help get the wheels of creativity flowing in your own playing...and playing clean.,T. Feldmann,5.0,"January 25, 2011"
A26LIKTL5KW29E,0739003755,This is a two CD set each CD is 30 minutes long.  The second CD is for the music discovery book I love this CD it is just perfect for group music classes and it is a fun CD for kids to just listen to.  There are 25 songs: a hello song (mentions mozart mouse and beethoven bear) a goodbye song (could be used for any program) 8 rhythm instrument songs 5 movement/music appreciation songs and 8 listening/ear training songs.The first CD is essentially a book on CD of the music lesson book and I don't see why you would ever use it because a teacher could read the story herself much more entertainingly.,3_Angels,5.0,"June 5, 2008"
A4TE45TH7L2MW,0739003755,The Discovery CD has songs for singing and movement. There are some original songs as well as familiar tunes. The Listen and Sing examples are short easy songs to help students learn solfeggio syllables la-ti-so-re-mi. The Lesson Book CD tells the story of Mozart Mouse and Beethoven Bear exploring the magical music book as they learn to play piano. Children play with their plush toys and play piano/keyboard along with the lessons. The lessons are well organized and fun for very young children. Some of the songs on the Discovery CD include:Hello SongIf You're Happy and You Know ItRacing CarClownin' AroundFinger Play SongHickory Dickory DockMexican Hat DanceBeethoven's Rage Over the Lost PennyMozart's Variations on Twinkle TwinkleOld MacDonald Had a FarmMister Elephant's Funky DanceSousa's Stars and Stripes ForeverGiant's LullabyDo Re Mi Tapping SongMinuet in FBeethoven's Symphony No. 5Twinkle Twinkle Little StarPut the Beat in Your FeetGoodbye Song,~AMH,5.0,"July 30, 2011"
A732DZLEGXSEQ,0739003755,This CD is absolutely awesome. My daughter loves listening to the stories of Clara Schuman Cat Beethoven Bear and Mozart Mouse. There are stories to listen to as well as wonderful renditions of the songs in the book. They have two differently played songs which helped my daughter a lot. It would be nice to have one of the renditions have the songs sung. Having to learn 10 songs for her recital with every song using the same 5 notes made it difficult for her to remember them all as they sounded so similar.,Jenny Lee,5.0,"May 18, 2012"
A142DE4DV7NKTQ,0739003755,As a lifetime piano teacher I love this child-friendly piano method for young children. Content is rich with a variety of musical experiences. And I have fun too with Mozart Mouse and Beethoven Bear.Its great to see the level of interest and readiness of a student.,Lois Seeger,5.0,"January 27, 2014"
AAUUICXM1YE8L,0739003755,Just like the previous reviewer says the two CD's are great in contents. For some reasons however my set came with labels switched around.  The one that said Music Lesson Book 1 was actually for Music Discovery Book 1 and vice versa. There must have been a mistake at the manufacturer.,Mary Chopin,4.0,"February 17, 2011"
A153V2QD4BJT1Z,0739003755,We are very happy with this series.  My son has special needs and benefits from music therapy weekly.  This series teaches about musical concepts with a story book format.  We also bought the companion CD and stuffed animals.,Musicmom,5.0,"March 24, 2013"
A2TKRYCS1POPOA,0739003755,We absolutely love this line of books. My 4 year old is now on the third set and playing away! It's made her lessons fun and easy. And I love that she can play with the cd's accompaniment.,NewMommy,5.0,"January 29, 2013"
A1IRFW13NXF08Z,0739003755,Since Music for Little Mozarts is based on the age group of 4-6 I am surprised that the music on the CD doesn't have tempo options for beginning lessons.  Also I think there could be more &#34notice&#34 given on when the songs will start just seems to quick or hurried.,R. Davis,3.0,"March 9, 2014"
A25UM6A6A4SEDT,0739037986,I would recommend this DVD to anyone interested in the construction and the materials in which pick ups are made from.  The history of the Semour Duncan Company is fascinating.  Anyone wanting a basic understanding of how pick ups works do yourself a favior and buy this DVD.,BrotherMike57,5.0,"December 22, 2008"
ADM67P7K66F41,0739037986,This is a great video with lots to learn and see. It is basically a tour of the SD factory with interviews with the Duncans. This may have started out like a fluff piece documenting the company but I really liked it. SD shows how he changes out pick-ups very cool. And it has a great educational section on the development sound and design of their products. Good. Great info available elsewhere in print and on the web but if you like moving pictures and like a good guitar story then $20 for this video is worth it.,Jeffrey Smith,3.0,"January 12, 2009"
A18C8JYM2161KE,0739037986,This was terrible. It gets right to the part you need to know to solder the pickups and then cuts and shows pickup already installed. I really dont see how anybody approved this for sale. If you are looking to learn how to install pickups and save yourself money at the guitar store - this DVD is worthless. Again the video footage cuts ahead at the critical point that would show you which wires to solder where. so disgusted.,M. Balzano,1.0,"August 27, 2008"
AK3MEBCSQ18LO,0739037986,I didn't think it was worth the money !I have used his pickups and they are fabulous .......Buy his pickups but skip the DVD !,R. Burns,2.0,"February 9, 2008"
A307SOXS9WP4GI,0739040251,If you want to know how drummers that have made it actually drum you'll want this video. If not you won't.,Bill Card,5.0,"February 4, 2013"
ASP16LVGFITDE,0739040251,As a drummer of 40+ years - (recovered but relapsing constantly) - Simon Phillips becomes my new hero with this video. His polyrythmic ambidexterity seems effortless and natural and his behind the scenes comentary and instruction are concise thorough and easily absorbable. A must-have DVD for any drummer desiring to improve his skill set. Five Stars!,Bill Moll,5.0,"October 29, 2010"
