B000FKB11C:beware_of_sizes:b._j._swanson,B000FKB11C,"The sizes listed do not print on the invoice.  Instead, Army Navy uses 'codes.'  When they send the wrong sizes, then they blame you for not selecting the right size and want a 15% restocking fee plus return shipping",B. J. Swanson,1,"February 11, 2007"
"B000IRHH8S:waste_of_money:j._parker_""satisfied_in_every_way""",B000IRHH8S,"The shoes weren't the color that I wanted them to be. To me, there cheap and are over priced! The quality is not good. They can easily be scuffed. Am definitely returning them!!","J. Parker ""Satisfied in every way""",1,"March 19, 2007"
B000IRHH8S:a_bit_disappointed...:superflylinz,B000IRHH8S,"...the shoes weren't quite what I thought they would be, although for 40 bucks I probably shouldn't have been expecting the highest quality pump. They looked a bit cheap, and on top of it all, they were too small for me. There was no return slip in the package, no number to call, no way to send the shoes back to make a return, so now I'm stuck with 40 dollar cheap looking shoes that no one but my little neices can fit into--and they're a bit too young to be dressing like ladies of the evening. My fault for buying shoes at a place called ""Hollywood Heelz,"" I should have known better.I will say this though, I like the thin heel and the shoes came in a timely fashion. If I could fit them, I'd give them a 2-2 1/2 for that alone",superflylinz,2,"March 18, 2007"
"B000CSVOBY:runs_small:elizabeth_t._swaim_""kittibites""",B000CSVOBY,"The material's good, but the suit runs way too small.  I ordered the appropriate size based on my measurements, but all my wobbly bits are poking out.  I don't think I could wear this out in public!  Not for curvy women!","Elizabeth T. Swaim ""kittibites""",2,"March 26, 2007"
B0002TW1DI:too_much_fuzz:a._khan,B0002TW1DI,"these socks are okay, but after one wash, they were covered with so much fuzz and didnt look good. so the next pair i washed it with hand and dried alone to avoid the fuzz. also they are too warm socks",A. Khan,2,"April 11, 2007"
"B0002FHJFW:size_fits_none:max_loring_""dog_lover""",B0002FHJFW,I received the wrong size and color. I returned the product and was told that a refund would be credited to my account.....I am still waiting.....was told that amazon forbids seller to ship a replacement item,"Max Loring ""dog lover""",1,"April 6, 2007"
"B000G2V59M:cute,_but_impossible_to_keep_on!:b._davis",B000G2V59M,"These shoes were very cute, as I thought they would be from the pictures.  But because of the sides being so short, they were nearly impossible to keep on my feet when walking, especially when going up stairs.  I returned them after only wearing them for 1 day..",B. Davis,2,"April 15, 2007"
"B0007MCPFY:not_made_in_italy:woodbill_""wzwz""",B0007MCPFY,"If you see the description: made in Italy, be careful! They are made in India. I have written to amazon to let them change. But if you still see made in Italy, be careful! Everybody knows the difference","Woodbill ""wzwz""",2,"August 17, 2006"
B000IZBDYO:don't_waste_your_money:m._antoinette,B000IZBDYO,"The photo is quite deceiving.  This suit is made out of cheap polyester fabric that looks cheap, shiny, and is horrible to the touch.  My three year olds hate the uncomfortable stiffness.  Spend the extra money for a decent fabric that is actually practical for a toddler if they really need a suit",m. antoinette,1,"January 17, 2007"
"B0007MXZGW:gorgeous_color,_but_poor_quality.:john_m._fetzer_jr.",B0007MXZGW,"The tie does have gorgeous color to it, but when the description says ""good quality"" its a little off base.",John M. Fetzer Jr.,2,"February 11, 2007"
B0007TXED4:wasn't_satisfied:michelle_watson,B0007TXED4,I have returned the shirt from amazon/macys. I did not like it and I am still waiting for my refund. I purchased it in January. Where's my refund. I will not buy from companies that don't offer free shipping. I was charged to recieve it and also to ship it back.                             Ms. Michelle Watso,Michelle Watson,1,"February 13, 2007"
B0002IC652:very_cheap:kate,B0002IC652,The other reviewer is spot on. These are pretty (but not truly mirrored) and they broke after only 4 weeks use.  I bought a pair of aviators at a gas station that was made of much sturdier materials for half the price.  Definitely not worth the $16,Kate,2,"July 31, 2006"
"B0002IC652:prettyandcheap:douglas_s._evans_""simian""",B0002IC652,"They're pretty, but flimsy.  Very light construction.  The lens is not really mirrored, so if you attempting to hide your eyes, forget it.  It would be better to spend some real money and get a more professional pair than a cheap Chinese knock-off.  Gave them two stars simply because they are good looking, but cheap--and they feel that way on your face.","Douglas S. Evans ""simian""",2,"July 26, 2006"
B0006N3KQW:quality's_gone_down_the_tubes:captain_jack,B0006N3KQW,"I have worn Jockeys for almost 20 years, but the quality has gone downhill dramatically in the past few years. The fabric covering the elastic waistband wears out very quickly, and the underwear is, for some unfathomable reason, heavily perfumed! I had to wash them at least 5-6 times to get the smell out. Plus, some of the elastic on the bottom was too tight, and some was so loose I couldn't wear them -- and they were all the same size. Very inconsistent quality. I do not recommend these anymore",Captain Jack,2,"January 7, 2007"
"B000FS6NPS:don't_bother_buying_this_item:cornelio_c._ancheta_""funnilady9""",B000FS6NPS,"Bought one for my new ipod nano, a total disappointment. Very poorly made. Only glued together not stiched up,It already started to go apart. You won't be able to connect your headset because the hole below the case is a bit too small.  Plus there is no belt clip or anything attacheable to one's self when walking or working out.  It looks pretty but that is all","Cornelio C. Ancheta ""funnilady9""",1,"October 25, 2006"
B000A20T2W:dissappointed:penelopy,B000A20T2W,"I've had this coin purse not even 2 months now, and I've only used it about 7 times.  Unfortunately, the ZIPPER broke already! I couldn't believe it.",penelopy,2,"November 18, 2005"
"B000A2T3EM:not_so_great:d._majumdar_""scientist_shopahollic""",B000A2T3EM,"I purchased this item judging by its comfort factor. All's well except the buckles do not have pins to hold the straps in place. The straps slip off occassionally, causing the shoes to come loose.","D. Majumdar ""scientist shopahollic""",2,"April 10, 2007"
"B000A2T3EM:turpentine_smell:s._jones_""willowshay""",B000A2T3EM,"I ordered a pair of black cotton mary janes and I had the same problem with the turpentine smell. I was prepared for it because of reading other reviews and was willing to take my chances for the price. I wonder if any of the other colors or fabrics had the same problem. I washed them in vinegar water immediately after buying them and it helped some but they still stink. I'm going to wrap them in a clear plastic bag to transport them on the plane and hope they don't make my other clothes smell, and I'm still going to wear them and hope nobody else can smell them.","S. Jones ""WillowShay""",2,"December 14, 2006"
"B000A2T3EM:ick:samantha_roberts_""rob42003""",B000A2T3EM,"Even for only $12, these weren't worth the money.  They came smelling extremely strongly of turpentine, or some other noxious chemical and now, at least 2 months since I have received them, the smell has not dissipated.  They are extremely stiff, so even if they didn't reek, I still wouldn't wear them b/c my feet would be in tatters by mid-day.  I guess that's what I get for buying cheap shoes","Samantha Roberts ""rob42003""",2,"November 26, 2006"
B000FAR364:poor_shipping_service:d._nance,B000FAR364,"I was able to track the progress of this item, and it took almost two weeks AFTER the order request hit the warehouse for for the item to be shipped.  I also paid for 2 Day shipping and once the item shipped it took 3 days to get to me",D. Nance,2,"April 2, 2007"
B000IVOIOA:not_as_advertised:gregory_s._bentz,B000IVOIOA,"The main thing here is that the bag shipped with out the strap.  I boughtit for my wife to carry ""all that stuff"" to work.  With out the strap it does not work.  I requested another one, got it, no strap.  On the plus side is the bag looked and felt as pictured and the packing was, if any thing, over done.Gre",Gregory S. Bentz,2,"March 19, 2007"
B000EGYPQU:cute_but_not_comfortable:unique,B000EGYPQU,"I just got my pair of sandals.I regret I didnot read the customer review before buying. Although very cute and trendy sandles, but are very uncomfortable",Unique,2,"October 27, 2006"
B000EGYPQU:good_quality:p._perron,B000EGYPQU,"This is a very pretty , high quality leather shoe. The wedge heel is very steep and the toe is narrow. If you are going for looks only...they are good. If you want any kind of foot comfort...skip it",P. Perron,2,"August 13, 2006"
B000I0QB00:would_have_returned:b._crowe,B000I0QB00,"I bought this for me, but the size ran small and it is not of a very good weight.  I have a daughter that they did fit and she wanted to wear them under things so she became the proud owner.  The shirts are not by any means high or even good quality",B. Crowe,2,"March 9, 2007"
B000CS9JP2:not_what_i_expected...:expected_much_more,B000CS9JP2,"I ordered 4 toddler long-sleeved tees' in the same size, I thought.  When I received the shipment, all 4 tees' were different sizes [even though they were all labeled the same size].  I have returned the items since the tees' run two sizes too small, and the workmanship is questionable, which translates into...that I will not be able to give this item to my loved one for Christmas.",Expected Much More,2,"December 20, 2006"
"B000KUP3ZW:very_flimsy!:b._stovall_""bonnimarie""",B000KUP3ZW,"I wish there was a rating of ""0"".  This was very flimsy and the armband is just slightly larger than the slot provided.   The armband cut through and tore the back completely off.   I am returning it","B. Stovall ""bonnimarie""",1,"March 16, 2007"
B0002LY9E0:unfulfilled_expectations:richard_l._edfeldt,B0002LY9E0,"I have seen others wear these slides and I know Adidas usually supplies an excellent product. I did read the other reviews that warned of a need for ""breaking in"" the sole nubs and wearing socks during that process. However, I've worn these slides for 2+ months and they still make the soles of my feet tender unless I continue to wear socks.  I am disappointed in the slide but I will stubbornly continue to wear them. Maybe some day they will be ""broken""",Richard L. Edfeldt,2,"January 9, 2007"
"B000EDMQ7I:cute,_but_didn't_stand_up:puddle_jumper",B000EDMQ7I,"These boots were super cute and earned rave reviews each time that I wore them out, although each boot split along the outside, toe sole after approximately 10 wears. These splits, although tiny, allowed my socks to get soaked when splashing through our giant West Coast puddles. I still wear them, but now only for fashion instead of function",Puddle Jumper,2,"January 3, 2007"
B000JJKPPC:disappointed:leozenida_encarnacion,B000JJKPPC,"The item looks cheap. I ordered a medium size but it was 2X bigger than the regular size. ""Ugly",Leozenida Encarnacion,1,"March 8, 2007"
"B000JJKPPC:little_disappointed:dorothy_langston_""dlang""",B000JJKPPC,"i quesss for the price you cant beat it, but i think it should have said patch leather, or leather pieces, also the size runs larger, than regular coats, xl was really more like an xxl.but like i said for the price you cant beat it, i really should have invested more and got a better coat.  thank you    dlan","Dorothy Langston ""dlang""",2,"January 15, 2007"
"B0002V9SPA:yes,_it_stretches,_but....:mr._picky_""t_h_b""",B0002V9SPA,"This shirt is too tapered in the body and sleeves and feels very confining. The people who like it must be quite thin, indeed. It does not wrinkle because of the high percentage of polyester but it doesn't breathe very well, either. I am giving it 2 stars only because of all the color choices, though why someone would want a dress shirt in some of the available colors is beyond me. For the price, you can do better, even at someplace like Target","Mr. Picky ""t_h_b""",2,"February 1, 2006"
B000A8LQA0:do_not_buy._embarrassing:david_j._toback,B000A8LQA0,These pants have a tendency to split horizontally for almost no reason at all. If they split alont the seam that would be one thing but to ctross a seam and just practically explode even when they fit loosely can only mean rotten fabric and that is what you will get when you buy these. I have lost the 3 pairs I biught to the self same calamity and always in public. Please save yourself the trouble. By the way the Lee version of these pants also do the same thing. Be afraid be very afraid.,David J. Toback,1,"March 25, 2007"
"B000LGJ5ZY:it's_okay_:samar_alie_""samar""",B000LGJ5ZY,i didn't like the material of this skirt especially the black and white one i don't like it it's feels it's for old ladies,"Samar Alie ""samar""",2,"February 11, 2007"
"B000JTEXXM:comfy_but_weak:josephine_bracken_""daf""",B000JTEXXM,"I was glad to have finally found the right pair of boots, but it didn't last long. Not even 3 weeks after I bought it, it already has deteriorated. Given that I live in Seattle, rain seeped in really easily and the sole pads started breaking. It was like wearing melted cardboard","Josephine Bracken ""Daf""",2,"April 24, 2007"
B0002TVZMQ:not_good_socks:,B0002TVZMQ,"I wore Gold toes years ago and remember them as very high quality durable socks.  I discontinued using them because i started wearing  different styles than the crew/white/standard. Now after trying these fluffies i think i remember why i stopped liking the gold toes. perhaps they sold the co. or came under new management. in anyt case these socks have no stretch in the elastic, making them basically worthless. yippee",,2,"April 3, 2005"
B0009BJ20E:ya..._they_look_good...:d._kingsley,B0009BJ20E,Got to be the toughest piece of leather a cow has ever produced!  I've literally never had a pair of boots that need THIS much breaking in and I own LOTS of boots.  Makes me not even want to to wear them,D. Kingsley,2,"January 3, 2007"
"B0007L7LYA:not_a_happy_camper:karen_carlson_""kc""",B0007L7LYA,When I ordered this skort the description didn't say that it was a childs size.  So I complained to the site that I bought it from.  I asked that my shipping also be returned because they didn't specify that this was a childs size.  I wasted my money on shipping for an item I wouldn't have ordered if I had known it wasn't an adult sized item.  They didn't return my shipping,"Karen Carlson ""KC""",2,"November 3, 2006"
B00024DNUI:nice_thought:jessica,B00024DNUI,This bra is definately not for the over B cup set. The openings are too big and you'd be better off wearing nothin,Jessica,2,"March 8, 2007"
"B000AAHJB8:useless_item:g_t_""big_kahuna""",B000AAHJB8,"had a hard time using this thing. first it tore the loop off my tie trying to fit it in the clip, then it cut my button off the shirt sliding up and down the shirt. I went back to using my tie bar and tack","G T ""Big Kahuna""",1,"February 23, 2007"
B00006M00B:collar_points_frayed:d._bellefleur,B00006M00B,I wore this shirt for one day every other week and after five months the collar points have worn through and the white material underneath is showing through. It's a blue shirt so I can't wear it to work now. Unacceptable in a shirt of this price,D. Bellefleur,1,"May 31, 2006"
B000NA4HK6:loose:princess,B000NA4HK6,"It has a very loose fit and I feel a little silly, but pulling it out of the package I totally forgot how exactly this thing should look on me. It is made like a very unflattering potato sack sadly",Princess,2,"April 10, 2007"
"B000AAY46Q:good_underwear,_not_so_good_boxers!:m._rathi_""amazon_fan""",B000AAY46Q,"I must say you are getting a very good price and these are very comfortable. You also do not notice anything ""irregular"".However, I ordered these to use as boxers -- that is to wear them around the house. Not a good plan. These are very thin, plus the fly is very narrow. All in all, not very useful for my intended purpose","M. Rathi ""Amazon Fan""",2,"March 12, 2007"
"B000H8H9U4:cheap_25_cent_toy:vrwc_""dittohead""",B000H8H9U4,"Not only charged 8.99 for it, 6.99 for shipping! Its a cheap plastic toy. But my grandson begged for it, and against my beter judgement, I ordered it.Save your money. Its worth a buck, if that. I cant believe they have the nerve to sell it and not expect complaints for this garbage. Shipping is a complete rip off, and I will never order from this company again","VRWC ""Dittohead""",1,"February 24, 2007"
B000BBS9QU:didn't_work:l._baer,B000BBS9QU,"The tape didn't stick well - plus the packaging was misleading, the box said it contained 2 bras (which you really need when the tape on the first one fails, you can try the second).  I threw it away",L. baer,2,"April 10, 2007"
"B000LHLAYM:i_feel_like_peewee_herman!:marco_sharko_""marco""",B000LHLAYM,"These compression shorts are nothing like the other pair of hind I have.  Aside from the low grade material and poor stiching, the waist band rides up around my chest!  It looks like they were designed for someone 7 feet tall","Marco Sharko ""Marco""",2,"September 26, 2005"
B0006FKK8G:color_is_way_darker_than_it_appears:elizabeth's_mommy,B0006FKK8G,I bought these for my husband and the color said rinse so I thought regular jean color. In fact they were so dark that they almost look black. I have washed then about 5 times but they won't fade,Elizabeth's Mommy,2,"April 1, 2007"
"B0006FKK8G:very_bad_product:v_v_""v_v""",B0006FKK8G,"I am vey unhappy with the sales professional in Nautica outlet stores. I had a very bad experience at Nautica store outlet stores. The customer service representatives are very rude and unprofessional. They basically said they don't really care if they lose one customer, other customers will  still buy. ( if that is the case, why are prices slashed by 50%...it is because people do not want to pay the full price ...)I do not think I will ever buy from Nautica. A few uncaring sales represtatives give a very bad name to the whole company","v v ""v v""",1,"January 30, 2006"
"B0007UH4T8:keep_in_mind:cnegishi_""cnegishi""",B0007UH4T8,"I love the t-shirt because I loved the movie, but just note that if you are typically bothered by restrictive neck lines and arms, this may present an issue for you.  The areas you see in the navy color have a tapering fit","cnegishi ""cnegishi""",2,"December 7, 2005"
B000EUJMB4:not_that_good:lala,B000EUJMB4,"I bought this wallet for my niece and then ended up returning it.  The quality is poor.  The wallet is really hard to use because the compartments do not open all the way.  Also, the wallet actually looked fake (not sure if it is) because the XOXO is upside down.  You cannot tell from looking at the picture.",Lala,2,"January 25, 2007"
B000ETI3GA:very_tight_fit:ultar,B000ETI3GA,"This was my first online shoe order.  I figured it would be pretty safe since it was a slip-on.  I'm usually in a size 11 or 12, so I ordered a 12.  While my feet are pretty wide, I've never had to purchase wide shoes.These shoes were incredibly tight.  They were long by about an inch, but the width was unbearably constricted.  They reminded me of squeezing on a pair of tight rock-climbing boots -- I really had to squish to get my feet in.The result was so uncomfortable, these are going back.  I wouldn't have expected this from 'slip-on' shoes.  It gets a two instead of a one since the quality appears great",Ultar,2,"January 4, 2007"
"B000J54W64:not_very_durable:horosha_""zingzang""",B000J54W64,"I liked the boots in the first couple of weeks-they are very warm and comfy, however they are not at all durable -after a month of use the soles had holes. My freind who had them experienced the same problem. They are great feet warmers when the weather is dry, but they are not waterproof.","Horosha ""zingzang""",2,"March 14, 2007"
"B00008KI5F:jockey_briefs:j._mcmorris_""hoosier""",B00008KI5F,"I ordered ""classic"" jockey breif, which I currently own, but the new units received are approximately 2"" taller on each side when compared to my current briefs, both labeled Jockey Classic.??","J. Mcmorris ""hoosier""",2,"August 22, 2006"
B000MFO0BI:incorrect_item:debbie_kustra,B000MFO0BI,"Very disappointing!  I ordered STRETCH jeans.  I paid postage to get them here only to find out they are not STRETCH jeans.  I called cust. service.  He spent enough time with me and another department to find out that these jeans must be mismarked and if he (Bealls cust.serv.) sent me another pair I would get the same thing.  In order to get money back I had to return the item.  Now I've paid postage again! and Yes I did receive the $12.99 credit for the jeans, but what about the postage?  This was not my fault!  The item was INCORRECT!!  Your Return Policy indicates that yo uWILL pay the postage, so if you need to see a copy (which I also put in the return box) of what I ordered, please feel free to contact me.  I printed it out so I can fax it, scan it and email it, or snail mail it, or however you would like to receive it.  Please return the shipping costs that I paid for a product that apparently mismarked.  thanks, Debbie Pearson P.S.  I see the title description has been corrected to show that these ARE NOT stretch jeans -- wish I would have known so that I would not have to be writing this review.  If no satisfaction is given there will be no more purchases via amazon, but especially not Bealls",Debbie Kustra,1,"March 31, 2007"
B000J3GDDQ:wrong_item:christie_harris,B000J3GDDQ,"The wrong item was mailed to me. I checked the order after I recieved the item to make sure it wasn't a mistake on my part, and it wasn't. I recieved an armband for an iPod nano and I ordered an armband for an iPod video. Luckily I was able to sell it to a friend of mine instead of having to send it back.",Christie Harris,1,"February 19, 2007"
"B000JFVP6O:not_a_great_wallet_for_the_price:p._r._foltz_""thrasymacus""",B000JFVP6O,"This is a nice looking wallet, but the internal design leaves something to be desired.There is an internal flap used for credit cards, etc, that makes the wallet too thick - even if you don't fill it with cards.  I am tempted to cut it out (it is stitched to the inside) to make the wallet less cumbersome.The credit card slots are also too tight - so you have to pry the cards in and out - and run the risk of cracking or splitting the cards.There is a nice display for your license - with a small hole cut in it so that you can push the license out with your thumb when needed (it is also in a tight slot)","P. R. Foltz ""Thrasymacus""",2,"April 3, 2007"
"B0007UON3S:the_gripper:b._windley_""georgia""",B0007UON3S,"Oh My. It enhanced my rolls instead of hide them. It did not help having the bones sticking out above my butt, which was very noticeable. Not worth the money charged for it.","B. Windley ""Georgia""",2,"March 23, 2006"
"B000H8MDZ0:not_worth_the_money_-and_a_disappoinment_for_the_child:j._rebus_""j._rebus""",B000H8MDZ0,"Ordered the wand for x-mas and took it with us on vacation. When Santa came to the carribean the wand did not work. No light, no sound and cheap plastic that did not thrill anybody.","J. Rebus ""J. Rebus""",1,"January 15, 2007"
B000AO4MRS:not_what_i_ordered:wade_freeman,B000AO4MRS,"i ordered this buckle, the one shown in the pictures, and i received a different buckle, a red white and blue confederate flag, not the knife/buckle",Wade Freeman,1,"July 27, 2006"
"B000H4UR2A:not_impressed:trish_""trish""",B000H4UR2A,I ordered these pajamas for a xmas gift for someone that loves Happy Bunny.  The pj's were cheaply made and the pants were very short...it didn't say anywhere in the description that that were capri length.  They were definitely not worth the price,"Trish ""Trish""",2,"January 9, 2007"
"B0002X4FQA:give_me_cotton,_please:rh_husky_""cheddar""",B0002X4FQA,I took a chance on these shorts sight unseen and unfortunately I gave them away after trying them on.  The fabric is some sort of icky synthetic and feels terrible,"RH Husky ""Cheddar""",1,"February 14, 2007"
B000GFHS04:crucio!:m._w._riley,B000GFHS04,"For the price, this product should receive the Cruciatus Curse ad infinitum. The material is all synthetic (I was expecting a wool blend, though the ad said nothing about what the hat and scarf were made of), the relatively loose weave means it will not last as long, and one of the tassels fell off the scarf after just one wearing. I dislike being taken advantage of just so I can make my daughter happy. She is disappointed as well. It was a lot of money to pay to get the Hogwarts crest on a patch that wasn't even fully embroidered. J.K. Rowling should be upset that English Woolens, with which this product will be associated by people who are not in the know, will acquire such a poor image because of the greed of the licensing people",M. W. Riley,2,"January 11, 2007"
"B000GFHS04:damaged_harry_potter_scarf:cakes_""cct""",B000GFHS04,"The Scarf arrived with several holes in it. My daughter was very dissappointed, crying and wondering why Santa sent this to her. We ordered well in advance before Christmas but the set arrived too late. We were never notified that there would be a delay in shipping. A few days before Christmas it arrived! It was too late to do anything. Amazon should improve the quality control of vendors before it allows them to list on their site.","Cakes ""CCT""",1,"January 9, 2007"
"B000G7WMD0:way_too_short!!!:k._quinonez_""yeahhboi.com""",B000G7WMD0,"These are supposed to 3x boxers, that means they should be made for a big man.  Well they fit my boyfriend like little boy boxers. they were about 2 inches long. They were horrible for him.  He threw 2 of them out.  My advice: DONT GET THESE FOR A BIG, TAL MAN THEY'LL MMAKE U FEEL LIKE A GIANT","K. Quinonez ""YeahhBoi.com""",1,"November 3, 2006"
"B000CQOOGI:steve_madden_women's_bair_thong_espadrille:jennifer24_""jen""",B000CQOOGI,"These shoes look great on, however are extremely uncomfortable.  They run VERY small in size (I went up 1 1/2 sizes from what I normally wear in SM brand).  I would not recommend them as shoes you would wear for more than an hour at a time because the thong portion cuts into your skin and the arches in the heels are so high that they put alot of pressure on the ball of your foot","Jennifer24 ""Jen""",2,"November 21, 2006"
B000IUNJPK:incorrect_product_information!:e._lim,B000IUNJPK,It clearly states for the shell material 100% nylon. The price and the nylon shell was the main reason I bought the jacket. The jacket is completely polyester. The tag says Shell: 100% polyester and Lining: 100% polyester. Returning it would be pointless. I'm very disappointed in the accuracy of the information,E. Lim,1,"April 3, 2007"
B000HLO1IY:no_idea_what_you_are_talking_about.:biff_the_buff,B000HLO1IY,I did not order any red drawstring backpack. There is obviously a mistake somewhere. I gave this One Star because there was no other way to send this to you. Someone is tinkering with my account. Ronald Kalica,Biff the Buff,1,"March 8, 2007"
"B000HK0BB6:easy_to_use,_hard_to_remove:c._pisani_""mom_of_two""",B000HK0BB6,"We had purchased another hair beader where you placed a clasp at the bottom of the beds to keep the beds from falling out of your hair. The idea of this product where you could place a single bead on your hair was very intriguing.  My daughter was excited when she opened the box and  she had decorated her hair with multiple beads and it looked nice.  The problem started when we attempted to remove the beads from her hair.  The directions tell you go gently pull the springs apart and slide them from your hair.  Well, we pulled the springs apart but to get the beads out of her hair we needed to destroy the bead because the hair was tangled in the springs.  None of the beads could be reused and my daughter is afraid to use the product again because it pulled her hair when we removed the beads.  She has very long hair with a lot of wave so I guess if you had short, straight hair, this product would be fine for you","C. Pisani ""Mom of two""",1,"January 9, 2007"
B000ARF6PM:poor_quality:dixie_lou,B000ARF6PM,"I don't think these Skechers are made out of leather, so I'm very disappointed.  I thought I was purchasing a quality shoe from a reputable manufacturer, but with such a low price it was ""too good to be true""",Dixie Lou,2,"December 27, 2006"
B000M0DY2O:tags_not_as_described_--_not_leather:sarah_e._gray,B000M0DY2O,"While they are certainly bold and noticeable -- and have a handy security flap on the back to cover your personal information -- they aren't even close to being ""leather."" I don't think I would have bought them if I saw the cheap stitching and smelled the strong vinyl stench beforehand.  Not really worth the price and definitely not worthy paying the extra shipping charge from the seller",Sarah E. Gray,2,"February 17, 2007"
B000CRGTA6:lesson_in_magnets:_opposites_attract;_likes_repel:a._lim,B000CRGTA6,"One of the pairs of magnets that is supposed to keep the flap closed are oriented in such a way that the same polarity face each other. Genius! Not. The result - the flap would not close and leave a gap that just keep on repelling each other. grrr...  One more thing, only the screen is protected by a clear plastic. The wheel is not",A. Lim,2,"June 8, 2006"
B0000CG3SR:bulkier_than_expected...:eliotandstephanie,B0000CG3SR,"I bought this as a birthday gift for my husband, and while I wasn't expecting the best quality in the world (because of the price), I was still a little disappointed. The company did a wonderful job of packaging/shipping the product-even the buttons were individually protected. I paid for expedited shipping, but they still cut the deadline close, so I was nervous about it arriving in time. The lining on the inside is thick and bulky so it isn't as streamlined as the pic implies, and tends to make the leather bulge a bit in places. (It was lumpy-looking even in the box.) Removing the zip-out lining doesn't change this--there's significant padding in the shoulders. It's also a shinier leather than expected. Sizing chart seems a bit inaccurate--I ordered a size larger than he normally wears in coats (which is a size larger than his regular clothing), but it was still too snug in places, lining or not. Overall, though, I'd say I got what I paid for, if you don't count the unusually high shipping charges. (Even standard shipping and handling charges were unusually high compared to other companies.",EliotandStephanie,2,"December 6, 2005"
B0007VPFD4:highly_disappointed:alison_miller,B0007VPFD4,"I bought two of these, hoping to use them as sashes in a bridal event, and quickly returned them.   Since it took over two weeks for delivery, I am uncertain as to the efficiency of the return/refund.  The sashes are not the quality that I thought was represented by the term ""charmeuse"", and are thin and gauzy.   They came in a large padded envelope with a total wt of under 4oz, much of that must have been the packaging.  A quick refund will restore some trust in this vendor and the transaction",Alison Miller,1,"February 27, 2007"
