"B000CSVOBY:runs_small:elizabeth_t._swaim_""kittibites""",B000CSVOBY,"The material's good, but the suit runs way too small.  I ordered the appropriate size based on my measurements, but all my wobbly bits are poking out.  I don't think I could wear this out in public!  Not for curvy women!",3
"B0002FHJFW:size_fits_none:max_loring_""dog_lover""",B0002FHJFW,I received the wrong size and color. I returned the product and was told that a refund would be credited to my account.....I am still waiting.....was told that amazon forbids seller to ship a replacement item,-2
"B000G2V59M:cute,_but_impossible_to_keep_on!:b._davis",B000G2V59M,"These shoes were very cute, as I thought they would be from the pictures.  But because of the sides being so short, they were nearly impossible to keep on my feet when walking, especially when going up stairs.  I returned them after only wearing them for 1 day..",2
"B0007MCPFY:not_made_in_italy:woodbill_""wzwz""",B0007MCPFY,"If you see the description: made in Italy, be careful! They are made in India. I have written to amazon to let them change. But if you still see made in Italy, be careful! Everybody knows the difference",2
"B0007MXZGW:gorgeous_color,_but_poor_quality.:john_m._fetzer_jr.",B0007MXZGW,"The tie does have gorgeous color to it, but when the description says ""good quality"" its a little off base.",0
B0002IC652:very_cheap:kate,B0002IC652,The other reviewer is spot on. These are pretty (but not truly mirrored) and they broke after only 4 weeks use.  I bought a pair of aviators at a gas station that was made of much sturdier materials for half the price.  Definitely not worth the $16,0
"B0002IC652:prettyandcheap:douglas_s._evans_""simian""",B0002IC652,"They're pretty, but flimsy.  Very light construction.  The lens is not really mirrored, so if you attempting to hide your eyes, forget it.  It would be better to spend some real money and get a more professional pair than a cheap Chinese knock-off.  Gave them two stars simply because they are good looking, but cheap--and they feel that way on your face.",1
B0006N3KQW:quality's_gone_down_the_tubes:captain_jack,B0006N3KQW,"I have worn Jockeys for almost 20 years, but the quality has gone downhill dramatically in the past few years. The fabric covering the elastic waistband wears out very quickly, and the underwear is, for some unfathomable reason, heavily perfumed! I had to wash them at least 5-6 times to get the smell out. Plus, some of the elastic on the bottom was too tight, and some was so loose I couldn't wear them -- and they were all the same size. Very inconsistent quality. I do not recommend these anymore",-1
B000A20T2W:dissappointed:penelopy,B000A20T2W,"I've had this coin purse not even 2 months now, and I've only used it about 7 times.  Unfortunately, the ZIPPER broke already! I couldn't believe it.",0
"B000A2T3EM:not_so_great:d._majumdar_""scientist_shopahollic""",B000A2T3EM,"I purchased this item judging by its comfort factor. All's well except the buckles do not have pins to hold the straps in place. The straps slip off occassionally, causing the shoes to come loose.",2
"B000A2T3EM:turpentine_smell:s._jones_""willowshay""",B000A2T3EM,"I ordered a pair of black cotton mary janes and I had the same problem with the turpentine smell. I was prepared for it because of reading other reviews and was willing to take my chances for the price. I wonder if any of the other colors or fabrics had the same problem. I washed them in vinegar water immediately after buying them and it helped some but they still stink. I'm going to wrap them in a clear plastic bag to transport them on the plane and hope they don't make my other clothes smell, and I'm still going to wear them and hope nobody else can smell them.",-1
"B000A2T3EM:ick:samantha_roberts_""rob42003""",B000A2T3EM,"Even for only $12, these weren't worth the money.  They came smelling extremely strongly of turpentine, or some other noxious chemical and now, at least 2 months since I have received them, the smell has not dissipated.  They are extremely stiff, so even if they didn't reek, I still wouldn't wear them b/c my feet would be in tatters by mid-day.  I guess that's what I get for buying cheap shoes",2
B000IVOIOA:not_as_advertised:gregory_s._bentz,B000IVOIOA,"The main thing here is that the bag shipped with out the strap.  I boughtit for my wife to carry ""all that stuff"" to work.  With out the strap it does not work.  I requested another one, got it, no strap.  On the plus side is the bag looked and felt as pictured and the packing was, if any thing, over done.Gre",0
B000EGYPQU:cute_but_not_comfortable:unique,B000EGYPQU,"I just got my pair of sandals.I regret I didnot read the customer review before buying. Although very cute and trendy sandles, but are very uncomfortable",-2
B000EGYPQU:good_quality:p._perron,B000EGYPQU,"This is a very pretty , high quality leather shoe. The wedge heel is very steep and the toe is narrow. If you are going for looks only...they are good. If you want any kind of foot comfort...skip it",1
B000I0QB00:would_have_returned:b._crowe,B000I0QB00,"I bought this for me, but the size ran small and it is not of a very good weight.  I have a daughter that they did fit and she wanted to wear them under things so she became the proud owner.  The shirts are not by any means high or even good quality",4
B000CS9JP2:not_what_i_expected...:expected_much_more,B000CS9JP2,"I ordered 4 toddler long-sleeved tees' in the same size, I thought.  When I received the shipment, all 4 tees' were different sizes [even though they were all labeled the same size].  I have returned the items since the tees' run two sizes too small, and the workmanship is questionable, which translates into...that I will not be able to give this item to my loved one for Christmas.",0
B0002LY9E0:unfulfilled_expectations:richard_l._edfeldt,B0002LY9E0,"I have seen others wear these slides and I know Adidas usually supplies an excellent product. I did read the other reviews that warned of a need for ""breaking in"" the sole nubs and wearing socks during that process. However, I've worn these slides for 2+ months and they still make the soles of my feet tender unless I continue to wear socks.  I am disappointed in the slide but I will stubbornly continue to wear them. Maybe some day they will be ""broken""",0
"B000JJKPPC:little_disappointed:dorothy_langston_""dlang""",B000JJKPPC,"i quesss for the price you cant beat it, but i think it should have said patch leather, or leather pieces, also the size runs larger, than regular coats, xl was really more like an xxl.but like i said for the price you cant beat it, i really should have invested more and got a better coat.  thank you    dlan",0
B000A8LQA0:do_not_buy._embarrassing:david_j._toback,B000A8LQA0,These pants have a tendency to split horizontally for almost no reason at all. If they split alont the seam that would be one thing but to ctross a seam and just practically explode even when they fit loosely can only mean rotten fabric and that is what you will get when you buy these. I have lost the 3 pairs I biught to the self same calamity and always in public. Please save yourself the trouble. By the way the Lee version of these pants also do the same thing. Be afraid be very afraid.,0
"B000LGJ5ZY:it's_okay_:samar_alie_""samar""",B000LGJ5ZY,i didn't like the material of this skirt especially the black and white one i don't like it it's feels it's for old ladies,2
"B000JTEXXM:comfy_but_weak:josephine_bracken_""daf""",B000JTEXXM,"I was glad to have finally found the right pair of boots, but it didn't last long. Not even 3 weeks after I bought it, it already has deteriorated. Given that I live in Seattle, rain seeped in really easily and the sole pads started breaking. It was like wearing melted cardboard",3
B00024DNUI:nice_thought:jessica,B00024DNUI,This bra is definately not for the over B cup set. The openings are too big and you'd be better off wearing nothin,0
"B000AAHJB8:useless_item:g_t_""big_kahuna""",B000AAHJB8,"had a hard time using this thing. first it tore the loop off my tie trying to fit it in the clip, then it cut my button off the shirt sliding up and down the shirt. I went back to using my tie bar and tack",0
B00006M00B:collar_points_frayed:d._bellefleur,B00006M00B,I wore this shirt for one day every other week and after five months the collar points have worn through and the white material underneath is showing through. It's a blue shirt so I can't wear it to work now. Unacceptable in a shirt of this price,-1
B000NA4HK6:loose:princess,B000NA4HK6,"It has a very loose fit and I feel a little silly, but pulling it out of the package I totally forgot how exactly this thing should look on me. It is made like a very unflattering potato sack sadly",-3
B000BBS9QU:didn't_work:l._baer,B000BBS9QU,"The tape didn't stick well - plus the packaging was misleading, the box said it contained 2 bras (which you really need when the tape on the first one fails, you can try the second).  I threw it away",-3
"B000LHLAYM:i_feel_like_peewee_herman!:marco_sharko_""marco""",B000LHLAYM,"These compression shorts are nothing like the other pair of hind I have.  Aside from the low grade material and poor stiching, the waist band rides up around my chest!  It looks like they were designed for someone 7 feet tall",0
B0006FKK8G:color_is_way_darker_than_it_appears:elizabeth's_mommy,B0006FKK8G,I bought these for my husband and the color said rinse so I thought regular jean color. In fact they were so dark that they almost look black. I have washed then about 5 times but they won't fade,0
"B0006FKK8G:very_bad_product:v_v_""v_v""",B0006FKK8G,"I am vey unhappy with the sales professional in Nautica outlet stores. I had a very bad experience at Nautica store outlet stores. The customer service representatives are very rude and unprofessional. They basically said they don't really care if they lose one customer, other customers will  still buy. ( if that is the case, why are prices slashed by 50%...it is because people do not want to pay the full price ...)I do not think I will ever buy from Nautica. A few uncaring sales represtatives give a very bad name to the whole company",-5
B000EUJMB4:not_that_good:lala,B000EUJMB4,"I bought this wallet for my niece and then ended up returning it.  The quality is poor.  The wallet is really hard to use because the compartments do not open all the way.  Also, the wallet actually looked fake (not sure if it is) because the XOXO is upside down.  You cannot tell from looking at the picture.",-3
"B000J54W64:not_very_durable:horosha_""zingzang""",B000J54W64,"I liked the boots in the first couple of weeks-they are very warm and comfy, however they are not at all durable -after a month of use the soles had holes. My freind who had them experienced the same problem. They are great feet warmers when the weather is dry, but they are not waterproof.",3
B000MFO0BI:incorrect_item:debbie_kustra,B000MFO0BI,"Very disappointing!  I ordered STRETCH jeans.  I paid postage to get them here only to find out they are not STRETCH jeans.  I called cust. service.  He spent enough time with me and another department to find out that these jeans must be mismarked and if he (Bealls cust.serv.) sent me another pair I would get the same thing.  In order to get money back I had to return the item.  Now I've paid postage again! and Yes I did receive the $12.99 credit for the jeans, but what about the postage?  This was not my fault!  The item was INCORRECT!!  Your Return Policy indicates that yo uWILL pay the postage, so if you need to see a copy (which I also put in the return box) of what I ordered, please feel free to contact me.  I printed it out so I can fax it, scan it and email it, or snail mail it, or however you would like to receive it.  Please return the shipping costs that I paid for a product that apparently mismarked.  thanks, Debbie Pearson P.S.  I see the title description has been corrected to show that these ARE NOT stretch jeans -- wish I would have known so that I would not have to be writing this review.  If no satisfaction is given there will be no more purchases via amazon, but especially not Bealls",-2
"B000H8MDZ0:not_worth_the_money_-and_a_disappoinment_for_the_child:j._rebus_""j._rebus""",B000H8MDZ0,"Ordered the wand for x-mas and took it with us on vacation. When Santa came to the carribean the wand did not work. No light, no sound and cheap plastic that did not thrill anybody.",0
B000AO4MRS:not_what_i_ordered:wade_freeman,B000AO4MRS,"i ordered this buckle, the one shown in the pictures, and i received a different buckle, a red white and blue confederate flag, not the knife/buckle",0
"B0002X4FQA:give_me_cotton,_please:rh_husky_""cheddar""",B0002X4FQA,I took a chance on these shorts sight unseen and unfortunately I gave them away after trying them on.  The fabric is some sort of icky synthetic and feels terrible,2
"B000CQOOGI:steve_madden_women's_bair_thong_espadrille:jennifer24_""jen""",B000CQOOGI,"These shoes look great on, however are extremely uncomfortable.  They run VERY small in size (I went up 1 1/2 sizes from what I normally wear in SM brand).  I would not recommend them as shoes you would wear for more than an hour at a time because the thong portion cuts into your skin and the arches in the heels are so high that they put alot of pressure on the ball of your foot",3
B000IUNJPK:incorrect_product_information!:e._lim,B000IUNJPK,It clearly states for the shell material 100% nylon. The price and the nylon shell was the main reason I bought the jacket. The jacket is completely polyester. The tag says Shell: 100% polyester and Lining: 100% polyester. Returning it would be pointless. I'm very disappointed in the accuracy of the information,1
B000HLO1IY:no_idea_what_you_are_talking_about.:biff_the_buff,B000HLO1IY,I did not order any red drawstring backpack. There is obviously a mistake somewhere. I gave this One Star because there was no other way to send this to you. Someone is tinkering with my account. Ronald Kalica,-2
"B000HK0BB6:easy_to_use,_hard_to_remove:c._pisani_""mom_of_two""",B000HK0BB6,"We had purchased another hair beader where you placed a clasp at the bottom of the beds to keep the beds from falling out of your hair. The idea of this product where you could place a single bead on your hair was very intriguing.  My daughter was excited when she opened the box and  she had decorated her hair with multiple beads and it looked nice.  The problem started when we attempted to remove the beads from her hair.  The directions tell you go gently pull the springs apart and slide them from your hair.  Well, we pulled the springs apart but to get the beads out of her hair we needed to destroy the bead because the hair was tangled in the springs.  None of the beads could be reused and my daughter is afraid to use the product again because it pulled her hair when we removed the beads.  She has very long hair with a lot of wave so I guess if you had short, straight hair, this product would be fine for you",3
B000M0DY2O:tags_not_as_described_--_not_leather:sarah_e._gray,B000M0DY2O,"While they are certainly bold and noticeable -- and have a handy security flap on the back to cover your personal information -- they aren't even close to being ""leather."" I don't think I would have bought them if I saw the cheap stitching and smelled the strong vinyl stench beforehand.  Not really worth the price and definitely not worthy paying the extra shipping charge from the seller",2
"B00008EF3Q:disappointed:d._adams_""debby_ann""",B00008EF3Q,"This bra was well made, fabric very soft but the sizes were way off. Cup is cut to big, it would be difficult to wear a scoop, or v neck top , as the cup covers to much of chest area. Would not buy this brand again or style again, even for $7 each",2
B00008EF3Q:inferior_product_and_design_:r._r._weaver,B00008EF3Q,"I bought 2 Lilyette Embroidered Minimizer bra's here and both of them broke within one week.  I have never had such a negative experience with a product before.  Where the straps attach to the cup there is no strength in the attachment and they broke right away. Since I don't know how to get my money back or an adjustment, this cost me approx $60 for a loser of a purchase. My suggestion: Don't waste your money on this one",-2
B00009N4H5:they_shrink...big.:michael_c._pendola,B00009N4H5,"I have usually found Jockey underwear to be a value in that they generally last a long time, which makes it a little less painful when you have to pay the premium price that appears to be controlled, no matter where you find them sold. However the last couple of their articles that I purchase through Amazon, namely the Pouch Trunk Underware, and ""A"" style under shirts appear fine out of the package but shrink to about half size when laundered. I wear a medium size (32"" waist medium build) and purchased the same in both products. And both of these products are ""painfully small"" after laundered. I tried to wear them anyway, hoping that they would stretch out to their original size as the day wore on. But they were just uncomfortably too short, and tight.By the way, I laundered them in cold water, just like I do all my clothing",1
B0007XVUHM:back_to_the_drawing_board!:bowlin_pin,B0007XVUHM,"""Sling"" is a misnomer for this gimmick...think ""tourniquet"" and you'll be closer to the reality.   There are several buttons and eyes on the ""sling"" to adjust the fit.  I tried every configuration, and they all felt too tight.  A snug fit would be more tolerable if the thing stayed put, but my experience was the same as that of other reviewers:  the noose slipped off after an hour or so of walking around.   Despite the problems with the strap, I like the briefs.  My recommendation is to buy briefs sans strap.  The sling technology needs more RandD before it's ready for the Big time",2
B0007XVUHM:not_quite_what_i_was_expecting...:david,B0007XVUHM,"The Sling Support feature on these underwear is practically useless. My testicles always slip completely out of the sling before I've had them on for even an hour. If these briefs enhance a man's ""profile"" at all, it's because they're so darn tight; it has nothing to do with the Sling Support. And talk about ""low-rise""--the top of my crack is exposed even when they're pulled all the way up.  I'm in pretty good shape, but if these things shrink in the dryer, I won't be able to fit into them anymore. My advice: anybody ordering C-IN² briefs should go one size larger than what he'd normally wear",2
"B0006PRFZ2:caution!_awkward_fit_and_screen_print:lisa_l._hall_""cautious_shopper""",B0006PRFZ2,"I ordered the 50's Style Rockabilly Polka Dot Dress in a 1X. I am a full sized woman with a small waist and a well endowed chest. The cup size for the 1X looked to be about a C cup at the most. I sent back the 1X for the 3X in which the cupsize looked to be a D, the dress has no support what so ever in the chest area so a bra is a must for heavier chested women. The waist and back area was way too large in the 3x. I was not only displeased with the fit but the quality of the material is poor as well. The dots are screenprinted on so after a few washes they will begin to crack and fade, it does say handwash (but even still some of the dots are already lighter than others). I'm giving the dress two stars because the style of the dress is really nice and if you can get it to fit the right way its not a bad price at all, but it's definitely not a dress that your going to have around for a long time.",1
"B000ARL19C:top_leather_scuffed_on_first_wear:j._lian_""webshopper1""",B000ARL19C,"The shoes look and wear great.  However, the leather is pretty weak.  I think I must have kicked a table leg or something on my frist outing in them.  Now the tip of my left shoe has a quarter-size scuff on it.  I will have to try to cover it up by oiling it.  Obviously I don't think this pair will last long at all",2
"B000JLGNME:quality_is_below_par:bargain-hunter_""bh""",B000JLGNME,I am a bit disappointed in the quality.    It looked like a possible reject off the factory line.  There are threads uncut and the velcro was sewed wrong in one of the side pockets.You really should not expect too much.  You may find something better quality in some of your local cheap department store chain.,-3
B00006M01Y:off_color:get_glossy,B00006M01Y,"This coat was listed as camel, but when it arrived it was actually tan.  Even the tag says tan.  I was disappointed because it was the only Christmas gift that I had for my husband.  I never would have ordered a tan.  Also the coat fit like a whole size larger.  I had to return it and it has been well over a month and I still have not received my refund",0
"B000GBIOWO:save_your_money:qinmichan_""lilusagi""",B000GBIOWO,"This jacket is worst outerwear that I have ever seen, although the image might look good in here. My size is usually between medium and large, I ordered size medium. However, when I received and tried it on, I end up look like wearing XXX-large jacket. Also, the craftmanship is very poor, the jacket feel uncomfortable and not smooth due to its uneven cut and badly sewing. I hate to return anything that I had order online because I have to waist my time to go to post office and I have pay the shipping and handling fee. Nevertheless, I returned it yesterday. Please don't waist your money on this order, it's not worth it at all.",-2
B000FFANUW:unlisted_boot__review:a._moore,B000FFANUW,I wore the boots one time and it will be the only time. The boots are nice in appearance but very very uncomfortable. The material is so hard and did not give. I even wore socks and that did not help. I would not recommend this boot if you are looking for comfort,1
B000GE51C2:zipper_problem:shiela_j._klapatch,B000GE51C2,I purchased this as a gift for a teenager.  She told me that it is difficult to zip as the fabric gets stuck in the zipper.  It is being returned,2
B0002VG57O:somehow_not_as_good_as_birks:l._supheert,B0002VG57O,"They run MUCH smaller than Birkenstocks. I sent the size 44 back (which is comfy in the comparable model in Birkenstocks; is it the Boston?) and got the 45 and it STILL feels small. The upper is ok, the shoe isn't the best made thing but is adequate; it's just the size thing that bothered me",0
B00009MFB9:not_sure_how_it_rates:erika_m._hawk,B00009MFB9,never got to see it because shipping company carelessly left it on my porch and someone stole it along with other items. contacted seller and u.p.s. both told me basically I was out $45.00. tryed to report it to amazon but they intentionally have no contact info. on their web site. live and learn won't shop amazon again! thanks 4 nothing amazo,0
"B000ICUZ28:not_durable,_and_you_can_buy_it_in_many_places:liping_wang_""commute_reader""",B000ICUZ28,"Well, it is a cool product, and good idea to use. But the bulb was broken in first 3 days. We put the second one on. Dont know how long this second one will last. We used it only few minutes in the morning, when we need to get some cloth out of closet.Also, it is not on line product only. I found Bed Bath Beyond has it and CVS has it. They sell 9.99. Without extra bulb. But still, misleading to say online only.",3
"B000H82FT4:very_disappointing:a._franklin_""cheekfreak""",B000H82FT4,"These jeans were so very disappointing.  After hearing about PDC many times, I was excited to own a pair.  But these jeans were made of cheap, uncomfortable fabric and the style just doesn't work.  I won't be buying PDC again",1
B0007XVO0U:foxfire_22_pocket_vest:fred_glow,B0007XVO0U,"Good features include many pockets.Bad feature is the poor quality of the vest lining. As a result, the two pockets where I carried car keys developed holes after a couple of weeks.Avoid this product if you intend to carry keys in the pockets.",-2
"B000JM90M8:no:w._wynn_""wbwynn12""",B000JM90M8,Poor fit for 80gb...stick on film to protect video face is a joke...it's cheap but save your money on this and buy something better,2
B0009PUJSO:okay_for_the_price:pamela_j._karr,B0009PUJSO,"It is a comfortable little t-shirt dress for 9 bucks.  Be careful because the sizes run small.  If you get it, buy a size larger than you normally would",4
B0007TC07A:barely_serviceable:billisutra_-_the_way_of_the_cat,B0007TC07A,"Save yourself the trouble and get the BRAIDED (3-line) latex hose type of clothesline. Want suction cups / rings / snap hooks, etc? Buy them for pennies at a drug store. The problem with this clothesline is that you can't make your clothes stay in position with only 2 lines--they slide down to the lowest point in the middle. The only way you can keep clothes somewhat separate so that they'll dry is with a braided line, period.",-1
B000NVRS42:not_worth_your_time_and_money._:sharken4cer,B000NVRS42,"I was going to surprise my girlfriend with a nice ""just because"" gift. When I opened the package I was really disappointed. The color of the item was more brown than eggplant and the quality of the fabric was like stitching shop rags together. Now I have to return the item because it just looks bad. The problem with returning is the non-refundable $7.50 to ship to me and the $5.95 I have to pay to ship it back to them. I also have to take away a star for receiving the item late and having to hassle with their customer service department who couldn't find my order.",2
B000IVOL2Y:this_vendor_is_not_an_authorized_distributor_of_this_bag:odis_nollan,B000IVOL2Y,"I purchased a bag from this vendor, thinking that by being affiliated with Amazon that they were legit.I got the bag and thought it looked fake.  The vendor told me to take it to the nearest boutique.The boutique confirmed that it was NOT authentic, so I am returning the bag I got from Moda Party and feel cheated by the high price paid for a phoney, unauthentic bag",-3
"B000A3904Y:cheap:crystal_""crystal""",B000A3904Y,Not worth the price at all...The bead work looks very cheap...The color does not look the way its shown in the picture.Decided to return it the moment I opened the box..,2
B000G6EVGW:bad_product:steven_shepard,B000G6EVGW,it doesnt fit well. the joystick doesnt function right with it on. the buttons are difficult to use. the product was poorly mad,1
B0009K5U2Y:underwear:kari_j._schulte,B0009K5U2Y,"The item that is PICTURED is the item that I wanted and ordered. However, the item that is described and that I received (Halfpant), is NOT what is pictured. What is pictured is a hi-cut pant. I did not realize this until I received the order, and was greatly disappointed. I had to send everything back. You are misrepresenting what you are selling by having the incorrect picture of the item. I actually would give this 0 stars, but the computer would not allow that.",-1
B000COYKN2:quality_matches_price:shizzys,B000COYKN2,"This was a poorly made product.  Even when left still on a table, North took about 2 min to locate - something unusable for most people who are out on the run and need to know where North is, NOW.  Also it advertises a thermometer on the packaging, but there wasn't one I could find.  I ended up returning this for a full refund",0
B0007ZDTDI:deluxe_check_book_cover:gabriel_j._roldan,B0007ZDTDI,Found the item to be poorly designed. Did not fit my checks or recorder. Item is useless unless you use checks with side tear,1
B000EF1X3E:shirt_runs_very_small!:m._grice,B000EF1X3E,"I purchased this shirt for my golfer mom for Christmas and had to return it.  I bought an XL because she normally wears a 16, but the shirt was about the right size for me (an 8).  The quality seemed to be fine, but the sizing was very misleading",0
"B000A3NPOK:hot_little_corset:ashley_fahey_""ashleydawn""",B000A3NPOK,"i bought this dress because i thought it looked so good on the model in the photo, but i should have taken into consideration i couldnt see the front. The boobs on the dress were very weird and pointy, and the ties up the back looked awful. It might be good for someone with a different figure than mine, but i think my boyfriend would have been more amused than aroused if he had seen me in it",1
B000G0124M:color_not_the_same_:d._worl,B000G0124M,"i bought a green ipod scok, thinking the it would be that same as the picture they show at the top of the page, but it ended up having a lighter green than what they showed and what i wanted.",0
B000G0124M:this_is_not_genuine_ipod_sock:sun_devil,B000G0124M,"Even though it works just fine like Ipod Ipod sock, it's quite disappointed that this is not a genuine one. It's acceptable thoug",4
"B000A3NOZU:whole_thing_runs_small:s/e_lenz_""edenza""",B000A3NOZU,"I ordered what should be my size and what is my size in all my other lingerie. There's there's zero stretch in this, it was difficult to get the panties over the hips and then the waist is big. Since they're short from crotch to waist anyway, it doesn't much matter.The top fits better, since you adjust it. The cut is still quite poor and, again, there's no give to the silk so it feels tight across the shoulders. It's one thing for lingerie to be snug in the hips or bust. It's another when the cut is so bad that the shoulders are a problem.If you're narrow through the hips, shoulders or bust, this combo will probably be a nice fit. If you're curvy, you might want to rethink this. It's a shame since it comes in plus sizes. Maybe I should have ordered up about two sizes but it should have been better made and a truer fit IMO",1
"B000F3JGCK:no_product_to_review!:windywyogirl_""lyn""",B000F3JGCK,I returned this bra to exchange for size the day after I received it in October.  It is now January and I have not yet received the replacement.  I have called several times but to no avail!  I can't give a good review of this product because I haven't actually gotten to wear the bra,0
B0002OJ6X6:disappointed._:aussiemeg,B0002OJ6X6,I have purchased these beloved sport pants for years. The cut of these pants has been changed with this order. The quality of the cut and fabric is much lower now. I returned the item,2
B0009XLBSI:useless:j._chou,B0009XLBSI,Save your money and lock your luggage with cheap lock ties.  Our TSA lock was cut the very first time we used it.  Turns out the ENTIRE terminal has only 1 set of key so screener just don't bother /have the time to unlock this approved lock.,1
B0009R21Y2:i_should_have_kept_looking.:pam,B0009R21Y2,"The shirt was beautiful.  Notice I used the past tense verb ""was""?  After hand washing it twice the hem came out, the front tie fell off, and the side of the lace ripped open.  It found a new home in the trash.",1
B0009R21Y2:not_as_pictured:heather_murray,B0009R21Y2,"I've ordered from this seller before and the dress I recieved from the previously was perfect. While delivered promptly, this dress was not as it was pictured.The bodice of the dress is barely ruched at all and ends up giving the appearance of being lumpy and ill-fitting. unless i wanted to put several hours into altering it, it's basically too unflattering to wear.",3
B000AOP89E:i_couldn't_believe_these_were_clarks:rubi,B000AOP89E,I have several pairs of Clarks shoes that are wonderful.  The Lalita is very uncomfortable.  They are stiff and the sides that come over the foot are stiff and rub.  I was truly disappointed,2
B0000A6QL7:nice_look_-_not-so-nice_feel:amber_r,B0000A6QL7,"I purchased two of these sports bras based on brand, price, and product description. This is a very uncomfortable bra for runners. The seams chafe and it does not ""wick away moisture.""  The slow shipping didn't help my opinion either. It is a nice bra for less active endeavors.",-2
B000E8FF44:review_of_naturalizer_shoes:robin_m._abernathy,B000E8FF44,"First of all, they look cheaper than I thought they would look.  But the most important thing is that they are very uncomfortable across the TOP of my foot.  In other words, the straps at the top rub against the top of my foot, and caused blisters.  I am hoping that if I keep trying to wear them, the ""leather"" will soften up and become easier to wear",2
B000F876RC:poor_fit:f._sweet,B000F876RC,"In my case, the boots were not quite true to size and definitely not wide enough. My feet ARE size 14 and EEE width (but some EE made on wide lasts can fit). The boots that I received were marked 14 EE but wouldn't even allow my feet half way in. I wish they fit because they look good, the quality is good, and price unbeatable. However, I lost $8.50 at the UPS when I sent them back",3
"B000FLXAT2:not_bad,_but_not_what_i_expected:r._hom",B000FLXAT2,"The scarf is out of good material and is the size and color stated.  I have two problems with the scarf:     1.  I thought ""sheer"" meant sheer.     2.  I expected the edges to be finished (hemmed)",1
"B000HW21ZS:never_recieved:ray_d._cupps_""racer""",B000HW21ZS,This item was cancelled by Amazon because of a price mistake that they would not honor after taking my order.very poor customer servic,-3
